,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
21651,Niger,Potatoes,2013,256815,151,21.37,30.42
21652,Niger,Carrots,2013,62834,151,21.37,30.42
21653,Niger,Broccoli,2013,3703,151,21.37,30.42
21654,Niger,Spinach,2013,211608,151,21.37,30.42
21655,Niger,Bell Peppers,2013,30090,151,21.37,30.42
21656,Norway,Potatoes,1990,257507,1414,1183,4.55
21657,Norway,Bell Peppers,1990,46634,1414,1183,4.55
21658,Norway,Potatoes,1991,227489,1414,760,3.4
21659,Norway,Bell Peppers,1991,46547,1414,760,3.4
21660,Norway,Potatoes,1992,267729,1414,767.9,3.83
21661,Norway,Bell Peppers,1992,35295,1414,767.9,3.83
21662,Norway,Potatoes,1993,249602,1414,749,2.72
21663,Norway,Bell Peppers,1993,51096,1414,749,2.72
21664,Norway,Potatoes,1994,230846,1414,848,2.74
21665,Norway,Bell Peppers,1994,28362,1414,848,2.74
21666,Norway,Potatoes,1995,222358,1414,913.14,3.08
21667,Norway,Bell Peppers,1995,47468,1414,913.14,3.08
21668,Norway,Potatoes,1996,231321,1414,698.25,1.88
21669,Norway,Bell Peppers,1996,45258,1414,698.25,1.88
21670,Norway,Potatoes,1997,262343,1414,735.43,3.87
21671,Norway,Bell Peppers,1997,43101,1414,735.43,3.87
21672,Norway,Potatoes,1998,268418,1414,934.02,3.06
21673,Norway,Bell Peppers,1998,46878,1414,934.02,3.06
21674,Norway,Potatoes,1999,256262,1414,802.02,3.73
21675,Norway,Bell Peppers,1999,44533,1414,802.02,3.73
21676,Norway,Potatoes,2000,235890,1414,348.24,4.52
21677,Norway,Bell Peppers,2000,46025,1414,348.24,4.52
21678,Norway,Potatoes,2001,262878,1414,512.66,2.68
21679,Norway,Bell Peppers,2001,40738,1414,512.66,2.68
21680,Norway,Potatoes,2002,256141,1414,799.19,3.57
21681,Norway,Bell Peppers,2002,40994,1414,799.19,3.57
21682,Norway,Potatoes,2004,279430,1414,827.45,3.79
21683,Norway,Bell Peppers,2004,47668,1414,827.45,3.79
21684,Norway,Potatoes,2005,230523,1414,518.94,4.26
21685,Norway,Bell Peppers,2005,48925,1414,518.94,4.26
21686,Norway,Potatoes,2006,269329,1414,696.34,4.43
21687,Norway,Bell Peppers,2006,41634,1414,696.34,4.43
21688,Norway,Potatoes,2007,227983,1414,722.07,3.96
21689,Norway,Bell Peppers,2007,43973,1414,722.07,3.96
21690,Norway,Potatoes,2008,278193,1414,800.9,4.16
21691,Norway,Bell Peppers,2008,48653,1414,800.9,4.16
21692,Norway,Potatoes,2009,241836,1414,534.56,3.31
21693,Norway,Bell Peppers,2009,34069,1414,534.56,3.31
21694,Norway,Potatoes,2010,251662,1414,698.98,1.3
21695,Norway,Bell Peppers,2010,45975,1414,698.98,1.3
21696,Norway,Potatoes,2011,229141,1414,823.96,4.14
21697,Norway,Bell Peppers,2011,38517,1414,823.96,4.14
21698,Norway,Potatoes,2012,240527,1414,813.93,3.09
21699,Norway,Bell Peppers,2012,41011,1414,813.93,3.09
21700,Norway,Potatoes,2013,251702,1414,761.97,3.5
21701,Norway,Bell Peppers,2013,38841,1414,761.97,3.5
21702,Pakistan,Tomatoes,1990,14014,494,5299,24.81
21703,Pakistan,Tomatoes,1990,14014,494,5299,23.14
21704,Pakistan,Tomatoes,1990,14014,494,5299,27
21705,Pakistan,Tomatoes,1990,14014,494,5299,23.14
21706,Pakistan,Tomatoes,1990,14014,494,5299,26.39
21707,Pakistan,Tomatoes,1990,14014,494,5299,24.81
21708,Pakistan,Tomatoes,1990,14014,494,5299,26.23
21709,Pakistan,Tomatoes,1990,14014,494,5299,19.36
21710,Pakistan,Tomatoes,1990,14014,494,5299,23.14
21711,Pakistan,Potatoes,1990,104002,494,5299,24.81
21712,Pakistan,Potatoes,1990,104002,494,5299,23.14
21713,Pakistan,Potatoes,1990,104002,494,5299,27
21714,Pakistan,Potatoes,1990,104002,494,5299,23.14
21715,Pakistan,Potatoes,1990,104002,494,5299,26.39
21716,Pakistan,Potatoes,1990,104002,494,5299,24.81
21717,Pakistan,Potatoes,1990,104002,494,5299,26.23
21718,Pakistan,Potatoes,1990,104002,494,5299,19.36
21719,Pakistan,Potatoes,1990,104002,494,5299,23.14
21720,Pakistan,Carrots,1990,23151,494,5299,24.81
21721,Pakistan,Carrots,1990,23151,494,5299,23.14
21722,Pakistan,Carrots,1990,23151,494,5299,27
21723,Pakistan,Carrots,1990,23151,494,5299,23.14
21724,Pakistan,Carrots,1990,23151,494,5299,26.39
21725,Pakistan,Carrots,1990,23151,494,5299,24.81
21726,Pakistan,Carrots,1990,23151,494,5299,26.23
21727,Pakistan,Carrots,1990,23151,494,5299,19.36
21728,Pakistan,Carrots,1990,23151,494,5299,23.14
21729,Pakistan,Broccoli,1990,5736,494,5299,24.81
21730,Pakistan,Broccoli,1990,5736,494,5299,23.14
21731,Pakistan,Broccoli,1990,5736,494,5299,27
21732,Pakistan,Broccoli,1990,5736,494,5299,23.14
21733,Pakistan,Broccoli,1990,5736,494,5299,26.39
21734,Pakistan,Broccoli,1990,5736,494,5299,24.81
21735,Pakistan,Broccoli,1990,5736,494,5299,26.23
21736,Pakistan,Broccoli,1990,5736,494,5299,19.36
21737,Pakistan,Broccoli,1990,5736,494,5299,23.14
21738,Pakistan,Cucumbers,1990,5679,494,5299,24.81
21739,Pakistan,Cucumbers,1990,5679,494,5299,23.14
21740,Pakistan,Cucumbers,1990,5679,494,5299,27
21741,Pakistan,Cucumbers,1990,5679,494,5299,23.14
21742,Pakistan,Cucumbers,1990,5679,494,5299,26.39
21743,Pakistan,Cucumbers,1990,5679,494,5299,24.81
21744,Pakistan,Cucumbers,1990,5679,494,5299,26.23
21745,Pakistan,Cucumbers,1990,5679,494,5299,19.36
21746,Pakistan,Cucumbers,1990,5679,494,5299,23.14
21747,Pakistan,Spinach,1990,92141,494,5299,24.81
21748,Pakistan,Spinach,1990,92141,494,5299,23.14
21749,Pakistan,Spinach,1990,92141,494,5299,27
21750,Pakistan,Spinach,1990,92141,494,5299,23.14
21751,Pakistan,Spinach,1990,92141,494,5299,26.39
21752,Pakistan,Spinach,1990,92141,494,5299,24.81
21753,Pakistan,Spinach,1990,92141,494,5299,26.23
21754,Pakistan,Spinach,1990,92141,494,5299,19.36
21755,Pakistan,Spinach,1990,92141,494,5299,23.14
21756,Pakistan,Bell Peppers,1990,18249,494,5299,24.81
21757,Pakistan,Bell Peppers,1990,18249,494,5299,23.14
21758,Pakistan,Bell Peppers,1990,18249,494,5299,27
21759,Pakistan,Bell Peppers,1990,18249,494,5299,23.14
21760,Pakistan,Bell Peppers,1990,18249,494,5299,26.39
21761,Pakistan,Bell Peppers,1990,18249,494,5299,24.81
21762,Pakistan,Bell Peppers,1990,18249,494,5299,26.23
21763,Pakistan,Bell Peppers,1990,18249,494,5299,19.36
21764,Pakistan,Bell Peppers,1990,18249,494,5299,23.14
21765,Pakistan,Tomatoes,1991,14235,494,5962,24.38
21766,Pakistan,Tomatoes,1991,14235,494,5962,22.48
21767,Pakistan,Tomatoes,1991,14235,494,5962,26.98
21768,Pakistan,Tomatoes,1991,14235,494,5962,22.48
21769,Pakistan,Tomatoes,1991,14235,494,5962,26.34
21770,Pakistan,Tomatoes,1991,14235,494,5962,24.38
21771,Pakistan,Tomatoes,1991,14235,494,5962,25.87
21772,Pakistan,Tomatoes,1991,14235,494,5962,18.48
21773,Pakistan,Tomatoes,1991,14235,494,5962,22.48
21774,Pakistan,Potatoes,1991,104452,494,5962,24.38
21775,Pakistan,Potatoes,1991,104452,494,5962,22.48
21776,Pakistan,Potatoes,1991,104452,494,5962,26.98
21777,Pakistan,Potatoes,1991,104452,494,5962,22.48
21778,Pakistan,Potatoes,1991,104452,494,5962,26.34
21779,Pakistan,Potatoes,1991,104452,494,5962,24.38
21780,Pakistan,Potatoes,1991,104452,494,5962,25.87
21781,Pakistan,Potatoes,1991,104452,494,5962,18.48
21782,Pakistan,Potatoes,1991,104452,494,5962,22.48
21783,Pakistan,Carrots,1991,23199,494,5962,24.38
21784,Pakistan,Carrots,1991,23199,494,5962,22.48
21785,Pakistan,Carrots,1991,23199,494,5962,26.98
21786,Pakistan,Carrots,1991,23199,494,5962,22.48
21787,Pakistan,Carrots,1991,23199,494,5962,26.34
21788,Pakistan,Carrots,1991,23199,494,5962,24.38
21789,Pakistan,Carrots,1991,23199,494,5962,25.87
21790,Pakistan,Carrots,1991,23199,494,5962,18.48
21791,Pakistan,Carrots,1991,23199,494,5962,22.48
21792,Pakistan,Broccoli,1991,5866,494,5962,24.38
21793,Pakistan,Broccoli,1991,5866,494,5962,22.48
21794,Pakistan,Broccoli,1991,5866,494,5962,26.98
21795,Pakistan,Broccoli,1991,5866,494,5962,22.48
21796,Pakistan,Broccoli,1991,5866,494,5962,26.34
21797,Pakistan,Broccoli,1991,5866,494,5962,24.38
21798,Pakistan,Broccoli,1991,5866,494,5962,25.87
21799,Pakistan,Broccoli,1991,5866,494,5962,18.48
21800,Pakistan,Broccoli,1991,5866,494,5962,22.48
21801,Pakistan,Cucumbers,1991,4992,494,5962,24.38
21802,Pakistan,Cucumbers,1991,4992,494,5962,22.48
21803,Pakistan,Cucumbers,1991,4992,494,5962,26.98
21804,Pakistan,Cucumbers,1991,4992,494,5962,22.48
21805,Pakistan,Cucumbers,1991,4992,494,5962,26.34
21806,Pakistan,Cucumbers,1991,4992,494,5962,24.38
21807,Pakistan,Cucumbers,1991,4992,494,5962,25.87
21808,Pakistan,Cucumbers,1991,4992,494,5962,18.48
21809,Pakistan,Cucumbers,1991,4992,494,5962,22.48
21810,Pakistan,Spinach,1991,101190,494,5962,24.38
21811,Pakistan,Spinach,1991,101190,494,5962,22.48
21812,Pakistan,Spinach,1991,101190,494,5962,26.98
21813,Pakistan,Spinach,1991,101190,494,5962,22.48
21814,Pakistan,Spinach,1991,101190,494,5962,26.34
21815,Pakistan,Spinach,1991,101190,494,5962,24.38
21816,Pakistan,Spinach,1991,101190,494,5962,25.87
21817,Pakistan,Spinach,1991,101190,494,5962,18.48
21818,Pakistan,Spinach,1991,101190,494,5962,22.48
21819,Pakistan,Bell Peppers,1991,18410,494,5962,24.38
21820,Pakistan,Bell Peppers,1991,18410,494,5962,22.48
21821,Pakistan,Bell Peppers,1991,18410,494,5962,26.98
21822,Pakistan,Bell Peppers,1991,18410,494,5962,22.48
21823,Pakistan,Bell Peppers,1991,18410,494,5962,26.34
21824,Pakistan,Bell Peppers,1991,18410,494,5962,24.38
21825,Pakistan,Bell Peppers,1991,18410,494,5962,25.87
21826,Pakistan,Bell Peppers,1991,18410,494,5962,18.48
21827,Pakistan,Bell Peppers,1991,18410,494,5962,22.48
21828,Pakistan,Tomatoes,1992,13966,494,5518,24.31
21829,Pakistan,Tomatoes,1992,13966,494,5518,22.36
21830,Pakistan,Tomatoes,1992,13966,494,5518,26.91
21831,Pakistan,Tomatoes,1992,13966,494,5518,22.36
21832,Pakistan,Tomatoes,1992,13966,494,5518,26.36
21833,Pakistan,Tomatoes,1992,13966,494,5518,24.31
21834,Pakistan,Tomatoes,1992,13966,494,5518,25.71
21835,Pakistan,Tomatoes,1992,13966,494,5518,18.34
21836,Pakistan,Tomatoes,1992,13966,494,5518,22.36
21837,Pakistan,Potatoes,1992,113709,494,5518,24.31
21838,Pakistan,Potatoes,1992,113709,494,5518,22.36
21839,Pakistan,Potatoes,1992,113709,494,5518,26.91
21840,Pakistan,Potatoes,1992,113709,494,5518,22.36
21841,Pakistan,Potatoes,1992,113709,494,5518,26.36
21842,Pakistan,Potatoes,1992,113709,494,5518,24.31
21843,Pakistan,Potatoes,1992,113709,494,5518,25.71
21844,Pakistan,Potatoes,1992,113709,494,5518,18.34
21845,Pakistan,Potatoes,1992,113709,494,5518,22.36
21846,Pakistan,Carrots,1992,23686,494,5518,24.31
21847,Pakistan,Carrots,1992,23686,494,5518,22.36
21848,Pakistan,Carrots,1992,23686,494,5518,26.91
21849,Pakistan,Carrots,1992,23686,494,5518,22.36
21850,Pakistan,Carrots,1992,23686,494,5518,26.36
21851,Pakistan,Carrots,1992,23686,494,5518,24.31
21852,Pakistan,Carrots,1992,23686,494,5518,25.71
21853,Pakistan,Carrots,1992,23686,494,5518,18.34
21854,Pakistan,Carrots,1992,23686,494,5518,22.36
21855,Pakistan,Broccoli,1992,5910,494,5518,24.31
21856,Pakistan,Broccoli,1992,5910,494,5518,22.36
21857,Pakistan,Broccoli,1992,5910,494,5518,26.91
21858,Pakistan,Broccoli,1992,5910,494,5518,22.36
21859,Pakistan,Broccoli,1992,5910,494,5518,26.36
21860,Pakistan,Broccoli,1992,5910,494,5518,24.31
21861,Pakistan,Broccoli,1992,5910,494,5518,25.71
21862,Pakistan,Broccoli,1992,5910,494,5518,18.34
21863,Pakistan,Broccoli,1992,5910,494,5518,22.36
21864,Pakistan,Cucumbers,1992,6051,494,5518,24.31
21865,Pakistan,Cucumbers,1992,6051,494,5518,22.36
21866,Pakistan,Cucumbers,1992,6051,494,5518,26.91
21867,Pakistan,Cucumbers,1992,6051,494,5518,22.36
21868,Pakistan,Cucumbers,1992,6051,494,5518,26.36
21869,Pakistan,Cucumbers,1992,6051,494,5518,24.31
21870,Pakistan,Cucumbers,1992,6051,494,5518,25.71
21871,Pakistan,Cucumbers,1992,6051,494,5518,18.34
21872,Pakistan,Cucumbers,1992,6051,494,5518,22.36
21873,Pakistan,Spinach,1992,104368,494,5518,24.31
21874,Pakistan,Spinach,1992,104368,494,5518,22.36
21875,Pakistan,Spinach,1992,104368,494,5518,26.91
21876,Pakistan,Spinach,1992,104368,494,5518,22.36
21877,Pakistan,Spinach,1992,104368,494,5518,26.36
21878,Pakistan,Spinach,1992,104368,494,5518,24.31
21879,Pakistan,Spinach,1992,104368,494,5518,25.71
21880,Pakistan,Spinach,1992,104368,494,5518,18.34
21881,Pakistan,Spinach,1992,104368,494,5518,22.36
21882,Pakistan,Bell Peppers,1992,19910,494,5518,24.31
21883,Pakistan,Bell Peppers,1992,19910,494,5518,22.36
21884,Pakistan,Bell Peppers,1992,19910,494,5518,26.91
21885,Pakistan,Bell Peppers,1992,19910,494,5518,22.36
21886,Pakistan,Bell Peppers,1992,19910,494,5518,26.36
21887,Pakistan,Bell Peppers,1992,19910,494,5518,24.31
21888,Pakistan,Bell Peppers,1992,19910,494,5518,25.71
21889,Pakistan,Bell Peppers,1992,19910,494,5518,18.34
21890,Pakistan,Bell Peppers,1992,19910,494,5518,22.36
21891,Pakistan,Tomatoes,1993,13983,494,4945,25.04
21892,Pakistan,Tomatoes,1993,13983,494,4945,23.08
21893,Pakistan,Tomatoes,1993,13983,494,4945,27.72
21894,Pakistan,Tomatoes,1993,13983,494,4945,23.08
21895,Pakistan,Tomatoes,1993,13983,494,4945,27.25
21896,Pakistan,Tomatoes,1993,13983,494,4945,25.04
21897,Pakistan,Tomatoes,1993,13983,494,4945,26.51
21898,Pakistan,Tomatoes,1993,13983,494,4945,18.91
21899,Pakistan,Tomatoes,1993,13983,494,4945,23.08
21900,Pakistan,Potatoes,1993,122809,494,4945,25.04
21901,Pakistan,Potatoes,1993,122809,494,4945,23.08
21902,Pakistan,Potatoes,1993,122809,494,4945,27.72
21903,Pakistan,Potatoes,1993,122809,494,4945,23.08
21904,Pakistan,Potatoes,1993,122809,494,4945,27.25
21905,Pakistan,Potatoes,1993,122809,494,4945,25.04
21906,Pakistan,Potatoes,1993,122809,494,4945,26.51
21907,Pakistan,Potatoes,1993,122809,494,4945,18.91
21908,Pakistan,Potatoes,1993,122809,494,4945,23.08
21909,Pakistan,Carrots,1993,27397,494,4945,25.04
21910,Pakistan,Carrots,1993,27397,494,4945,23.08
21911,Pakistan,Carrots,1993,27397,494,4945,27.72
21912,Pakistan,Carrots,1993,27397,494,4945,23.08
21913,Pakistan,Carrots,1993,27397,494,4945,27.25
21914,Pakistan,Carrots,1993,27397,494,4945,25.04
21915,Pakistan,Carrots,1993,27397,494,4945,26.51
21916,Pakistan,Carrots,1993,27397,494,4945,18.91
21917,Pakistan,Carrots,1993,27397,494,4945,23.08
21918,Pakistan,Broccoli,1993,5821,494,4945,25.04
21919,Pakistan,Broccoli,1993,5821,494,4945,23.08
21920,Pakistan,Broccoli,1993,5821,494,4945,27.72
21921,Pakistan,Broccoli,1993,5821,494,4945,23.08
21922,Pakistan,Broccoli,1993,5821,494,4945,27.25
21923,Pakistan,Broccoli,1993,5821,494,4945,25.04
21924,Pakistan,Broccoli,1993,5821,494,4945,26.51
21925,Pakistan,Broccoli,1993,5821,494,4945,18.91
21926,Pakistan,Broccoli,1993,5821,494,4945,23.08
21927,Pakistan,Cucumbers,1993,5681,494,4945,25.04
21928,Pakistan,Cucumbers,1993,5681,494,4945,23.08
21929,Pakistan,Cucumbers,1993,5681,494,4945,27.72
21930,Pakistan,Cucumbers,1993,5681,494,4945,23.08
21931,Pakistan,Cucumbers,1993,5681,494,4945,27.25
21932,Pakistan,Cucumbers,1993,5681,494,4945,25.04
21933,Pakistan,Cucumbers,1993,5681,494,4945,26.51
21934,Pakistan,Cucumbers,1993,5681,494,4945,18.91
21935,Pakistan,Cucumbers,1993,5681,494,4945,23.08
21936,Pakistan,Spinach,1993,98171,494,4945,25.04
21937,Pakistan,Spinach,1993,98171,494,4945,23.08
21938,Pakistan,Spinach,1993,98171,494,4945,27.72
21939,Pakistan,Spinach,1993,98171,494,4945,23.08
21940,Pakistan,Spinach,1993,98171,494,4945,27.25
21941,Pakistan,Spinach,1993,98171,494,4945,25.04
21942,Pakistan,Spinach,1993,98171,494,4945,26.51
21943,Pakistan,Spinach,1993,98171,494,4945,18.91
21944,Pakistan,Spinach,1993,98171,494,4945,23.08
21945,Pakistan,Bell Peppers,1993,19466,494,4945,25.04
21946,Pakistan,Bell Peppers,1993,19466,494,4945,23.08
21947,Pakistan,Bell Peppers,1993,19466,494,4945,27.72
21948,Pakistan,Bell Peppers,1993,19466,494,4945,23.08
21949,Pakistan,Bell Peppers,1993,19466,494,4945,27.25
21950,Pakistan,Bell Peppers,1993,19466,494,4945,25.04
21951,Pakistan,Bell Peppers,1993,19466,494,4945,26.51
21952,Pakistan,Bell Peppers,1993,19466,494,4945,18.91
21953,Pakistan,Bell Peppers,1993,19466,494,4945,23.08
21954,Pakistan,Tomatoes,1994,15004,494,6183,24.78
21955,Pakistan,Tomatoes,1994,15004,494,6183,22.93
21956,Pakistan,Tomatoes,1994,15004,494,6183,26.87
21957,Pakistan,Tomatoes,1994,15004,494,6183,22.93
21958,Pakistan,Tomatoes,1994,15004,494,6183,26.36
21959,Pakistan,Tomatoes,1994,15004,494,6183,24.78
21960,Pakistan,Tomatoes,1994,15004,494,6183,26.13
21961,Pakistan,Tomatoes,1994,15004,494,6183,18.78
21962,Pakistan,Tomatoes,1994,15004,494,6183,22.93
21963,Pakistan,Potatoes,1994,133171,494,6183,24.78
21964,Pakistan,Potatoes,1994,133171,494,6183,22.93
21965,Pakistan,Potatoes,1994,133171,494,6183,26.87
21966,Pakistan,Potatoes,1994,133171,494,6183,22.93
21967,Pakistan,Potatoes,1994,133171,494,6183,26.36
21968,Pakistan,Potatoes,1994,133171,494,6183,24.78
21969,Pakistan,Potatoes,1994,133171,494,6183,26.13
21970,Pakistan,Potatoes,1994,133171,494,6183,18.78
21971,Pakistan,Potatoes,1994,133171,494,6183,22.93
21972,Pakistan,Carrots,1994,24333,494,6183,24.78
21973,Pakistan,Carrots,1994,24333,494,6183,22.93
21974,Pakistan,Carrots,1994,24333,494,6183,26.87
21975,Pakistan,Carrots,1994,24333,494,6183,22.93
21976,Pakistan,Carrots,1994,24333,494,6183,26.36
21977,Pakistan,Carrots,1994,24333,494,6183,24.78
21978,Pakistan,Carrots,1994,24333,494,6183,26.13
21979,Pakistan,Carrots,1994,24333,494,6183,18.78
21980,Pakistan,Carrots,1994,24333,494,6183,22.93
21981,Pakistan,Broccoli,1994,6011,494,6183,24.78
21982,Pakistan,Broccoli,1994,6011,494,6183,22.93
21983,Pakistan,Broccoli,1994,6011,494,6183,26.87
21984,Pakistan,Broccoli,1994,6011,494,6183,22.93
21985,Pakistan,Broccoli,1994,6011,494,6183,26.36
21986,Pakistan,Broccoli,1994,6011,494,6183,24.78
21987,Pakistan,Broccoli,1994,6011,494,6183,26.13
21988,Pakistan,Broccoli,1994,6011,494,6183,18.78
21989,Pakistan,Broccoli,1994,6011,494,6183,22.93
21990,Pakistan,Cucumbers,1994,8011,494,6183,24.78
21991,Pakistan,Cucumbers,1994,8011,494,6183,22.93
21992,Pakistan,Cucumbers,1994,8011,494,6183,26.87
21993,Pakistan,Cucumbers,1994,8011,494,6183,22.93
21994,Pakistan,Cucumbers,1994,8011,494,6183,26.36
21995,Pakistan,Cucumbers,1994,8011,494,6183,24.78
21996,Pakistan,Cucumbers,1994,8011,494,6183,26.13
21997,Pakistan,Cucumbers,1994,8011,494,6183,18.78
21998,Pakistan,Cucumbers,1994,8011,494,6183,22.93
21999,Pakistan,Spinach,1994,99148,494,6183,24.78
22000,Pakistan,Spinach,1994,99148,494,6183,22.93
22001,Pakistan,Spinach,1994,99148,494,6183,26.87
22002,Pakistan,Spinach,1994,99148,494,6183,22.93
22003,Pakistan,Spinach,1994,99148,494,6183,26.36
22004,Pakistan,Spinach,1994,99148,494,6183,24.78
22005,Pakistan,Spinach,1994,99148,494,6183,26.13
22006,Pakistan,Spinach,1994,99148,494,6183,18.78
22007,Pakistan,Spinach,1994,99148,494,6183,22.93
22008,Pakistan,Bell Peppers,1994,18935,494,6183,24.78
22009,Pakistan,Bell Peppers,1994,18935,494,6183,22.93
22010,Pakistan,Bell Peppers,1994,18935,494,6183,26.87
22011,Pakistan,Bell Peppers,1994,18935,494,6183,22.93
22012,Pakistan,Bell Peppers,1994,18935,494,6183,26.36
22013,Pakistan,Bell Peppers,1994,18935,494,6183,24.78
22014,Pakistan,Bell Peppers,1994,18935,494,6183,26.13
22015,Pakistan,Bell Peppers,1994,18935,494,6183,18.78
22016,Pakistan,Bell Peppers,1994,18935,494,6183,22.93
22017,Pakistan,Tomatoes,1995,16908,494,7681,24.58
22018,Pakistan,Tomatoes,1995,16908,494,7681,22.61
22019,Pakistan,Tomatoes,1995,16908,494,7681,27.11
22020,Pakistan,Tomatoes,1995,16908,494,7681,22.61
22021,Pakistan,Tomatoes,1995,16908,494,7681,26.63
22022,Pakistan,Tomatoes,1995,16908,494,7681,24.58
22023,Pakistan,Tomatoes,1995,16908,494,7681,26.09
22024,Pakistan,Tomatoes,1995,16908,494,7681,18.68
22025,Pakistan,Tomatoes,1995,16908,494,7681,22.61
22026,Pakistan,Potatoes,1995,139418,494,7681,24.58
22027,Pakistan,Potatoes,1995,139418,494,7681,22.61
22028,Pakistan,Potatoes,1995,139418,494,7681,27.11
22029,Pakistan,Potatoes,1995,139418,494,7681,22.61
22030,Pakistan,Potatoes,1995,139418,494,7681,26.63
22031,Pakistan,Potatoes,1995,139418,494,7681,24.58
22032,Pakistan,Potatoes,1995,139418,494,7681,26.09
22033,Pakistan,Potatoes,1995,139418,494,7681,18.68
22034,Pakistan,Potatoes,1995,139418,494,7681,22.61
22035,Pakistan,Carrots,1995,27522,494,7681,24.58
22036,Pakistan,Carrots,1995,27522,494,7681,22.61
22037,Pakistan,Carrots,1995,27522,494,7681,27.11
22038,Pakistan,Carrots,1995,27522,494,7681,22.61
22039,Pakistan,Carrots,1995,27522,494,7681,26.63
22040,Pakistan,Carrots,1995,27522,494,7681,24.58
22041,Pakistan,Carrots,1995,27522,494,7681,26.09
22042,Pakistan,Carrots,1995,27522,494,7681,18.68
22043,Pakistan,Carrots,1995,27522,494,7681,22.61
22044,Pakistan,Broccoli,1995,6099,494,7681,24.58
22045,Pakistan,Broccoli,1995,6099,494,7681,22.61
22046,Pakistan,Broccoli,1995,6099,494,7681,27.11
22047,Pakistan,Broccoli,1995,6099,494,7681,22.61
22048,Pakistan,Broccoli,1995,6099,494,7681,26.63
22049,Pakistan,Broccoli,1995,6099,494,7681,24.58
22050,Pakistan,Broccoli,1995,6099,494,7681,26.09
22051,Pakistan,Broccoli,1995,6099,494,7681,18.68
22052,Pakistan,Broccoli,1995,6099,494,7681,22.61
22053,Pakistan,Cucumbers,1995,12021,494,7681,24.58
22054,Pakistan,Cucumbers,1995,12021,494,7681,22.61
22055,Pakistan,Cucumbers,1995,12021,494,7681,27.11
22056,Pakistan,Cucumbers,1995,12021,494,7681,22.61
22057,Pakistan,Cucumbers,1995,12021,494,7681,26.63
22058,Pakistan,Cucumbers,1995,12021,494,7681,24.58
22059,Pakistan,Cucumbers,1995,12021,494,7681,26.09
22060,Pakistan,Cucumbers,1995,12021,494,7681,18.68
22061,Pakistan,Cucumbers,1995,12021,494,7681,22.61
22062,Pakistan,Spinach,1995,100688,494,7681,24.58
22063,Pakistan,Spinach,1995,100688,494,7681,22.61
22064,Pakistan,Spinach,1995,100688,494,7681,27.11
22065,Pakistan,Spinach,1995,100688,494,7681,22.61
22066,Pakistan,Spinach,1995,100688,494,7681,26.63
22067,Pakistan,Spinach,1995,100688,494,7681,24.58
22068,Pakistan,Spinach,1995,100688,494,7681,26.09
22069,Pakistan,Spinach,1995,100688,494,7681,18.68
22070,Pakistan,Spinach,1995,100688,494,7681,22.61
22071,Pakistan,Bell Peppers,1995,20811,494,7681,24.58
22072,Pakistan,Bell Peppers,1995,20811,494,7681,22.61
22073,Pakistan,Bell Peppers,1995,20811,494,7681,27.11
22074,Pakistan,Bell Peppers,1995,20811,494,7681,22.61
22075,Pakistan,Bell Peppers,1995,20811,494,7681,26.63
22076,Pakistan,Bell Peppers,1995,20811,494,7681,24.58
22077,Pakistan,Bell Peppers,1995,20811,494,7681,26.09
22078,Pakistan,Bell Peppers,1995,20811,494,7681,18.68
22079,Pakistan,Bell Peppers,1995,20811,494,7681,22.61
22080,Pakistan,Tomatoes,1996,15884,494,11955,24.43
22081,Pakistan,Tomatoes,1996,15884,494,11955,22.61
22082,Pakistan,Tomatoes,1996,15884,494,11955,27.17
22083,Pakistan,Tomatoes,1996,15884,494,11955,22.61
22084,Pakistan,Tomatoes,1996,15884,494,11955,26.5
22085,Pakistan,Tomatoes,1996,15884,494,11955,24.43
22086,Pakistan,Tomatoes,1996,15884,494,11955,25.92
22087,Pakistan,Tomatoes,1996,15884,494,11955,18.72
22088,Pakistan,Tomatoes,1996,15884,494,11955,22.61
22089,Pakistan,Potatoes,1996,134795,494,11955,24.43
22090,Pakistan,Potatoes,1996,134795,494,11955,22.61
22091,Pakistan,Potatoes,1996,134795,494,11955,27.17
22092,Pakistan,Potatoes,1996,134795,494,11955,22.61
22093,Pakistan,Potatoes,1996,134795,494,11955,26.5
22094,Pakistan,Potatoes,1996,134795,494,11955,24.43
22095,Pakistan,Potatoes,1996,134795,494,11955,25.92
22096,Pakistan,Potatoes,1996,134795,494,11955,18.72
22097,Pakistan,Potatoes,1996,134795,494,11955,22.61
22098,Pakistan,Carrots,1996,28685,494,11955,24.43
22099,Pakistan,Carrots,1996,28685,494,11955,22.61
22100,Pakistan,Carrots,1996,28685,494,11955,27.17
22101,Pakistan,Carrots,1996,28685,494,11955,22.61
22102,Pakistan,Carrots,1996,28685,494,11955,26.5
22103,Pakistan,Carrots,1996,28685,494,11955,24.43
22104,Pakistan,Carrots,1996,28685,494,11955,25.92
22105,Pakistan,Carrots,1996,28685,494,11955,18.72
22106,Pakistan,Carrots,1996,28685,494,11955,22.61
22107,Pakistan,Broccoli,1996,5931,494,11955,24.43
22108,Pakistan,Broccoli,1996,5931,494,11955,22.61
22109,Pakistan,Broccoli,1996,5931,494,11955,27.17
22110,Pakistan,Broccoli,1996,5931,494,11955,22.61
